clave,clave_alterna,precio,max_usable,interior ,exterior,proveedor,material ,tipo
TFBR40-170-260-150,TFBR40-170-260-151,15537.31,150,170,260,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-170-320-150,TFBR40-170-320-151,29238.55,150,170,320,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-170-330-150,TFBR40-170-330-151,31805.42,150,170,330,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-172-200-150,TFBR40-172-200-151,4382.78,150,172,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-175-280-150,TFBR40-175-280-151,19116.22,150,175,280,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-175-200-150,TFBR40-175-200-151,3975.55,150,175,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-175-210-150,TFBR40-175-210-151,5592.89,150,175,210,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-175-220-150,TFBR40-175-220-151,7293.89,150,175,220,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-175-230-150,TFBR40-175-230-151,9067.46,150,175,230,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-175-240-150,TFBR40-175-240-151,10925.21,150,175,240,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-175-250-150,TFBR40-175-250-151,12855.53,150,175,250,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-175-260-150,TFBR40-175-260-151,14859.43,150,175,260,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-175-270-150,TFBR40-175-270-151,16945.99,150,175,270,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-175-330-150,TFBR40-175-330-151,31126.54,150,175,330,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-178-200-150,TFBR40-178-200-151,3568.82,150,178,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-180-200-150,TFBR40-180-200-151,3287.09,150,180,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-180-220-150,TFBR40-180-220-151,6605.42,150,180,220,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-180-230-150,TFBR40-180-230-151,8379,150,180,230,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-180-260-150,TFBR40-180-260-151,14170.46,150,180,260,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-190-220-150,TFBR40-190-220-151,5154.91,150,190,220,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-190-230-150,TFBR40-190-230-151,6928.99,150,190,230,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-190-240-150,TFBR40-190-240-151,8786.23,150,190,240,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-190-243-150,TFBR40-190-243-151,9349.7,150,190,243,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-190-250-150,TFBR40-190-250-151,10716.05,150,190,250,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-190-260-150,TFBR40-190-260-151,12719.95,150,190,260,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-190-280-150,TFBR40-190-280-151,16977.74,150,190,280,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-190-300-150,TFBR40-190-300-151,21548.02,150,190,300,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-190-330-150,TFBR40-190-330-151,28988.06,150,190,330,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-195-270-150,TFBR40-195-270-151,14055.55,150,195,270,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-200-230-150,TFBR40-200-230-151,5405.4,150,200,230,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-200-240-150,TFBR40-200-240-151,7262.64,150,200,240,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-200-250-150,TFBR40-200-250-151,9193.46,150,200,250,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-200-260-150,TFBR40-200-260-151,11196.86,150,200,260,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-200-270-150,TFBR40-200-270-151,13294.01,150,200,270,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-200-300-150,TFBR40-200-300-151,20023.92,150,200,300,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-200-320-150,TFBR40-200-320-151,24907.68,150,200,320,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-200-330-150,TFBR40-200-330-151,27464.47,150,200,330,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-200-350-150,TFBR40-200-350-151,32828.04,150,200,350,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-200-370-150,TFBR40-200-370-151,38494.01,150,200,370,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-200-280-150,TFBR40-200-280-151,15453.65,150,200,280,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-215-250-150,TFBR40-215-250-151,6761.66,150,215,250,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-215-260-150,TFBR40-215-260-151,8765.06,150,215,260,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-215-270-150,TFBR40-215-270-151,10862.21,150,215,270,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-215-280-150,TFBR40-215-280-151,13022.86,150,215,280,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-218-243-150,TFBR40-218-243-151,4893.84,150,218,243,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-230-260-150,TFBR40-230-260-151,6156.86,150,230,260,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-230-270-150,TFBR40-230-270-151,8254.01,150,230,270,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-230-280-150,TFBR40-230-280-151,10413.65,150,230,280,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-230-300-150,TFBR40-230-300-151,14983.92,150,230,300,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-230-330-150,TFBR40-230-330-151,22424.47,150,230,330,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-230-350-150,TFBR40-230-350-151,27777.46,150,230,350,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-240-280-150,TFBR40-240-280-151,8577.58,150,240,280,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-240-270-150,TFBR40-240-270-151,6406.85,150,240,270,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-240-320-150,TFBR40-240-320-151,18031.61,150,240,320,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-240-330-150,TFBR40-240-330-151,20587.9,150,240,330,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-240-300-150,TFBR40-240-300-151,13147.85,150,240,300,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-245-320-150,TFBR40-245-320-151,17082.07,150,245,320,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-245-330-150,TFBR40-245-330-151,19638.36,150,245,330,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-250-300-150,TFBR40-250-300-151,11227.61,150,250,300,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-250-330-150,TFBR40-250-330-151,18677.74,150,250,330,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-250-370-150,TFBR40-250-370-151,29697.19,150,250,370,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-250-360-150,TFBR40-250-360-151,26827.92,150,250,360,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-260-320-150,TFBR40-260-320-151,14118.55,150,260,320,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-270-300-150,TFBR40-270-300-151,7168.39,150,270,300,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-270-320-150,TFBR40-270-320-151,12052.15,150,270,320,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-270-330-150,TFBR40-270-330-151,14608.94,150,270,330,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-270-360-150,TFBR40-270-360-151,22758.12,150,270,360,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-270-350-150,TFBR40-270-350-151,19961.93,150,270,350,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-290-320-150,TFBR40-290-320-151,7669.37,150,290,320,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-290-330-150,TFBR40-290-330-151,10226.16,150,290,330,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-290-350-150,TFBR40-290-350-151,15579.65,150,290,350,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-290-360-150,TFBR40-290-360-151,18375.34,150,290,360,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-290-370-150,TFBR40-290-370-151,21245.62,150,290,370,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-295-320-150,TFBR40-295-320-151,6522.26,150,295,320,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-295-330-150,TFBR40-295-330-151,9078.55,150,295,330,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-295-540-150,TFBR40-295-540-151,80963.57,150,295,540,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-315-350-150,TFBR40-315-350-151,9662.69,150,315,350,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-315-360-150,TFBR40-315-360-151,12458.88,150,315,360,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-315-410-150,TFBR40-315-410-151,27610.63,150,315,410,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-315-550-150,TFBR40-315-550-151,80483.76,150,315,550,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-328-360-150,TFBR40-328-360-151,9193.46,150,328,360,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-350-410-150,TFBR40-350-410-151,18501.34,150,350,410,YANKO,PTFE BRONCE YANKO,PTFE
TFPW-0-100-150,TFPW-0-100-151,1752.91,150,0,100,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-10-100,TFPW-0-10-101,21.17,150,0,10,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-110-150,TFPW-0-110-151,2118.31,150,0,110,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-115-150,TFPW-0-115-151,2305.8,150,0,115,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-120-150,TFPW-0-120-151,2514.96,150,0,120,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-12-100,TFPW-0-12-101,31.25,150,0,12,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-125-150,TFPW-0-125-151,2723.62,150,0,125,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-140-150,TFPW-0-140-151,3412.08,150,0,140,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-145-150,TFPW-0-145-151,3651.98,150,0,145,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-150-150,TFPW-0-150-151,3913.06,150,0,150,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-15-100,TFPW-0-15-101,51.91,150,0,15,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-160-150,TFPW-0-160-151,4445.28,150,0,160,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-16-100,TFPW-0-16-101,51.91,150,0,16,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-170-150,TFPW-0-170-151,5018.83,150,0,170,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-18-100,TFPW-0-18-101,63,150,0,18,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-200-150,TFPW-0-200-151,6928.99,150,0,200,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-20-100,TFPW-0-20-101,83.16,150,0,20,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-20-150,TFPW-0-20-151,83.16,150,0,20,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-210-150,TFPW-0-210-151,7628.04,150,0,210,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-220-150,TFPW-0-220-151,8368.42,150,0,220,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-22-150,TFPW-0-22-151,94.25,150,0,22,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-230-150,TFPW-0-230-151,9140.54,150,0,230,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-250-150,TFPW-0-250-151,10800.22,150,0,250,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-25-150,TFPW-0-25-151,124.99,150,0,25,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-260-150,TFPW-0-260-151,11676.67,150,0,260,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-270-150,TFPW-0-270-151,12584.88,150,0,270,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-280-150,TFPW-0-280-151,13534.42,150,0,280,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-28-150,TFPW-0-28-151,146.16,150,0,28,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-300-150,TFPW-0-300-151,15526.73,150,0,300,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-30-150,TFPW-0-30-151,167.33,150,0,30,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-320-150,TFPW-0-320-151,17655.12,150,0,320,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-330-150,TFPW-0-330-151,18771.98,150,0,330,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-35-150,TFPW-0-35-151,229.32,150,0,35,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-360-150,TFPW-0-360-151,22330.22,150,0,360,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-375-150,TFPW-0-375-151,24219.22,150,0,375,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-40-150,TFPW-0-40-151,292.32,150,0,40,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-55-150,TFPW-0-55-151,542.81,150,0,55,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-65-150,TFPW-0-65-151,751.46,150,0,65,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-75-150,TFPW-0-75-151,991.37,150,0,75,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-80-150,TFPW-0-80-151,1126.94,150,0,80,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-85-150,TFPW-0-85-151,1273.1,150,0,85,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-95-150,TFPW-0-95-151,1585.58,150,0,95,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-120-150,TFPW-100-120-151,835.13,150,100,120,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-130-150,TFPW-100-130-151,1263.02,150,100,130,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-135-150,TFPW-100-135-151,1492.34,150,100,135,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-140-150,TFPW-100-140-151,1731.74,150,100,140,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-150-150,TFPW-100-150-151,2232.72,150,100,150,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-160-150,TFPW-100-160-151,2765.45,150,100,160,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-175-150,TFPW-100-175-151,3630.82,150,100,175,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-185-150,TFPW-100-185-151,4257.79,150,100,185,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-200-150,TFPW-100-200-151,5248.66,150,100,200,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-230-150,TFPW-100-230-151,7471.8,150,100,230,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-240-150,TFPW-100-240-151,8275.18,150,100,240,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-250-150,TFPW-100-250-151,9120.38,150,100,250,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-260-150,TFPW-100-260-151,9996.84,150,100,260,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-270-150,TFPW-100-270-151,10904.54,150,100,270,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-280-150,TFPW-100-280-151,11854.08,150,100,280,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-300-150,TFPW-100-300-151,13846.9,150,100,300,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-105-120-150,TFPW-105-120-151,657.22,150,105,120,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-105-185-150,TFPW-105-185-151,4080.38,150,105,185,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-110-130-150,TFPW-110-130-151,907.7,150,110,130,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-110-135-150,TFPW-110-135-151,1137.53,150,110,135,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-110-140-150,TFPW-110-140-151,1377.43,150,110,140,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-110-150-150,TFPW-110-150-151,1877.9,150,110,150,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-110-170-150,TFPW-110-170-151,2973.6,150,110,170,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-110-175-150,TFPW-110-175-151,3276.5,150,110,175,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-110-185-150,TFPW-110-185-151,3892.39,150,110,185,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-110-200-150,TFPW-110-200-151,4893.84,150,110,200,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-110-210-150,TFPW-110-210-151,5592.89,150,110,210,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-110-220-150,TFPW-110-220-151,6333.77,150,110,220,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-110-230-150,TFPW-110-230-151,7106.4,150,110,230,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-110-250-150,TFPW-110-250-151,8765.06,150,110,250,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-110-300-150,TFPW-110-300-151,13492.08,150,110,300,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-110-320-150,TFPW-110-320-151,15620.98,150,110,320,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-120-140-150,TFPW-120-140-151,980.78,150,120,140,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-120-145-150,TFPW-120-145-151,1231.27,150,120,145,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-120-150-150,TFPW-120-150-151,1482.26,150,120,150,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-120-160-150,TFPW-120-160-151,2024.06,150,120,160,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-120-170-150,TFPW-120-170-151,2588.04,150,120,170,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-120-175-150,TFPW-120-175-151,2890.44,150,120,175,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-120-185-150,TFPW-120-185-151,3506.33,150,120,185,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-120-190-150,TFPW-120-190-151,3829.9,150,120,190,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-120-200-150,TFPW-120-200-151,4497.19,150,120,200,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-120-220-150,TFPW-120-220-151,5947.7,150,120,220,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-120-230-150,TFPW-120-230-151,6719.83,150,120,230,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-120-240-150,TFPW-120-240-151,7523.71,150,120,240,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-120-330-150,TFPW-120-330-151,16351.27,150,120,330,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-130-150-150,TFPW-130-150-151,1064.45,150,130,150,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-130-170-150,TFPW-130-170-151,2160.14,150,130,170,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-130-175-150,TFPW-130-175-151,2462.54,150,130,175,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-130-185-150,TFPW-130-185-151,3077.93,150,130,185,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-130-190-150,TFPW-130-190-151,3401.5,150,130,190,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-130-200-150,TFPW-130-200-151,4080.38,150,130,200,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-130-210-150,TFPW-130-210-151,4779.43,150,130,210,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-130-220-150,TFPW-130-220-151,5519.81,150,130,220,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-130-230-150,TFPW-130-230-151,6291.94,150,130,230,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-130-250-150,TFPW-130-250-151,7951.61,150,130,250,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-130-270-150,TFPW-130-270-151,9735.77,150,130,270,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-140-170-150,TFPW-140-170-151,1701,150,140,170,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-140-185-150,TFPW-140-185-151,2619.29,150,140,185,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-140-190-150,TFPW-140-190-151,2942.86,150,140,190,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-140-200-150,TFPW-140-200-151,3620.74,150,140,200,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-140-220-150,TFPW-140-220-151,5061.17,150,140,220,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-140-230-150,TFPW-140-230-151,5833.3,150,140,230,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-140-240-150,TFPW-140-240-151,6646.75,150,140,240,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-140-250-150,TFPW-140-250-151,7491.96,150,140,250,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-140-260-150,TFPW-140-260-151,8368.42,150,140,260,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-140-300-150,TFPW-140-300-151,12219.48,150,140,300,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-140-330-150,TFPW-140-330-151,15464.23,150,140,330,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-150-170-150,TFPW-150-170-151,1210.1,150,150,170,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-150-190-150,TFPW-150-190-151,2451.96,150,150,190,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-150-200-150,TFPW-150-200-151,3119.76,150,150,200,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-150-210-150,TFPW-150-210-151,3829.9,150,150,210,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-150-220-150,TFPW-150-220-151,4570.27,150,150,220,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-150-230-150,TFPW-150-230-151,5342.4,150,150,230,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-150-240-150,TFPW-150-240-151,6156.86,150,150,240,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-150-270-150,TFPW-150-270-151,8786.23,150,150,270,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-150-280-150,TFPW-150-280-151,9725.18,150,150,280,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-150-300-150,TFPW-150-300-151,11718.5,150,150,300,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-150-360-150,TFPW-150-360-151,18521.5,150,150,360,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-15-35-150,TFPW-15-35-151,198.07,150,15,35,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-15-40-150,TFPW-15-40-151,260.57,150,15,40,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-15-45-150,TFPW-15-45-151,333.65,150,15,45,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-160-210-150,TFPW-160-210-151,3297.17,150,160,210,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-160-220-150,TFPW-160-220-151,4038.55,150,160,220,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-160-230-150,TFPW-160-230-151,4810.68,150,160,230,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-160-240-150,TFPW-160-240-151,5624.14,150,160,240,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-160-250-150,TFPW-160-250-151,6469.34,150,160,250,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-160-260-150,TFPW-160-260-151,7345.8,150,160,260,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-160-270-150,TFPW-160-270-151,8254.01,150,160,270,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-160-280-150,TFPW-160-280-151,9203.54,150,160,280,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-160-320-150,TFPW-160-320-151,13325.26,150,160,320,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-170-220-150,TFPW-170-220-151,3474.58,150,170,220,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-170-230-150,TFPW-170-230-151,4257.79,150,170,230,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-170-240-150,TFPW-170-240-151,5061.17,150,170,240,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-170-250-150,TFPW-170-250-151,5906.38,150,170,250,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-170-260-150,TFPW-170-260-151,6782.83,150,170,260,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-170-320-150,TFPW-170-320-151,12761.28,150,170,320,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-170-330-150,TFPW-170-330-151,13878.14,150,170,330,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-175-210-150,TFPW-175-210-151,2441.88,150,175,210,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-175-220-150,TFPW-175-220-151,3182.26,150,175,220,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-175-230-150,TFPW-175-230-151,3954.38,150,175,230,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-175-240-150,TFPW-175-240-151,4768.85,150,175,240,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-175-250-150,TFPW-175-250-151,5614.06,150,175,250,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-175-260-150,TFPW-175-260-151,6490.51,150,175,260,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-175-270-150,TFPW-175-270-151,7398.72,150,175,270,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-175-280-150,TFPW-175-280-151,8348.26,150,175,280,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-175-330-150,TFPW-175-330-151,13586.33,150,175,330,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-180-220-150,TFPW-180-220-151,2879.86,150,180,220,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-180-230-150,TFPW-180-230-151,3651.98,150,180,230,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-180-260-150,TFPW-180-260-151,6187.61,150,180,260,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-190-220-150,TFPW-190-220-151,2253.89,150,190,220,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-190-230-150,TFPW-190-230-151,3026.02,150,190,230,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-190-240-150,TFPW-190-240-151,3839.98,150,190,240,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-190-250-150,TFPW-190-250-151,4674.6,150,190,250,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-190-260-150,TFPW-190-260-151,5551.06,150,190,260,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-190-280-150,TFPW-190-280-151,7408.8,150,190,280,YANKO,PTFE VIRGEN YANKO,PTFE
